Fold,Accuracy,Loss,Overfitting_Gap,Macro_F1_Clean,Kappa_Clean,Macro_F1_Full,Kappa_Full
Fold 1,1.0,0.08376830816268921,0.0013606846332550049,0.961904761904762,0.9563662374821174,0.9682539682539684,0.9575051405071967
Fold 2,1.0,0.21978993713855743,0.0036074966192245483,0.9888972243060765,0.9779862865391555,0.9738666351569577,0.9573736679271228
